"Year","Value","Data_type","Region","Source","Unit","Aeo_year","Aeo_case"
2026,308.702942,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2027,306.915802,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2028,304.03949,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2029,303.412018,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2030,303.968048,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2031,308.24054,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2032,309.887817,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2033,311.161743,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2034,312.203491,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2035,311.376678,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2036,315.402344,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2037,315.575745,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2038,315.15033,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2039,311.622833,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2040,308.545776,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2041,305.357605,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2042,304.500793,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2043,301.875671,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2044,303.65448,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2045,305.647552,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2046,307.093842,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2047,307.665863,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2048,308.149811,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2049,311.661804,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2050,311.060822,"Electricity Generation","Reliability First Corporation / East","Total","billion kilowatthours",2018,"HOP"
2016,91.285934,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2017,88.661034,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2018,86.791107,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2019,88.331879,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2020,94.937553,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2021,94.587524,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2022,96.042038,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2023,100.075729,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2024,99.435204,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2025,100.114052,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2026,102.777786,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2027,102.813309,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2028,103.44838,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2029,104.076706,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2030,103.979721,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2031,104.764839,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2032,105.186272,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2033,105.199783,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2034,106.316612,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2035,105.98307,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2036,106.944954,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2037,107.217178,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2038,107.765511,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2039,108.212563,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2040,107.705658,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2041,108.649292,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2042,108.704636,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2043,108.719238,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2044,110.48999,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2045,110.763916,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2046,111.322235,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2047,112.384789,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2048,112.921074,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2049,112.578674,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2050,113.069321,"Electricity Generation","Reliability First Corporation / Michigan","Total","billion kilowatthours",2018,"HOP"
2016,524.576538,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2017,531.120239,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2018,533.624756,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2019,524.399231,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2020,527.456238,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2021,523.257324,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2022,523.96991,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2023,521.858643,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2024,530.874329,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2025,535.308289,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2026,539.905334,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2027,546.641235,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2028,555.736267,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2029,558.878906,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2030,568.617065,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2031,571.91626,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2032,576.10614,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2033,576.198486,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2034,578.218689,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2035,578.388977,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2036,578.638916,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2037,578.176514,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2038,579.519043,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2039,579.036804,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2040,583.560669,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2041,585.347839,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2042,591.665527,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2043,597.839539,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2044,596.373413,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2045,595.59082,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2046,598.241333,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2047,601.280518,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2048,602.854065,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2049,604.148315,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2050,605.792603,"Electricity Generation","Reliability First Corporation / West","Total","billion kilowatthours",2018,"HOP"
2016,235.941284,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2017,234.834137,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2018,244.886246,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2019,240.533524,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2020,239.642975,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2021,226.441956,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2022,229.012772,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2023,224.203949,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2024,218.592163,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2025,219.977844,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2026,224.698517,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2027,227.055542,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2028,230.152222,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2029,229.242645,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2030,229.242569,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2031,231.122849,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2032,229.453995,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2033,230.431717,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2034,233.855209,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2035,243.391296,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2036,246.552368,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2037,246.761276,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2038,257.28479,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2039,259.848389,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2040,264.315491,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2041,263.829803,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2042,266.399017,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2043,274.264191,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2044,275.620514,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2045,276.145721,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2046,275.741577,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2047,277.302124,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2048,276.165314,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2049,277.381775,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2050,278.952393,"Electricity Generation","SERC Reliability Corporation / Central","Total","billion kilowatthours",2018,"HOP"
2016,137.250381,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2017,147.025879,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2018,149.920746,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2019,157.758621,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2020,159.046967,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2021,157.455627,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2022,160.09993,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2023,163.55101,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2024,162.938828,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2025,164.783096,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2026,170.253403,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2027,167.726334,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2028,166.875275,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2029,172.750275,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2030,175.793793,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2031,177.64978,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2032,181.713669,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2033,180.013428,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2034,181.222809,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2035,179.838181,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2036,179.856659,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2037,184.361618,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2038,187.894806,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2039,186.768906,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2040,186.429031,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2041,187.512909,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2042,189.85614,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2043,190.967239,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2044,192.024002,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2045,191.57164,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2046,192.232285,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2047,189.949005,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2048,188.805435,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2049,187.782318,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2050,193.166107,"Electricity Generation","SERC Reliability Corporation / Delta","Total","billion kilowatthours",2018,"HOP"
2016,98.585266,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2017,101.872467,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2018,104.407524,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2019,107.326683,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2020,101.165451,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2021,104.150513,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2022,103.292221,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2023,108.402626,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2024,107.606667,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2025,109.375359,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2026,112.731377,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2027,114.876923,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2028,117.562965,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2029,118.67173,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2030,120.378014,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2031,119.682999,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2032,119.337547,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2033,119.643585,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2034,118.849686,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2035,119.130569,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2036,119.449036,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2037,119.400574,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2038,118.5588,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2039,119.510933,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2040,120.05529,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2041,120.894966,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2042,120.441841,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2043,121.877861,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2044,124.101082,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2045,126.367393,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2046,130.312729,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2047,130.429977,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2048,130.90712,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2049,131.29982,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2050,131.851151,"Electricity Generation","SERC Reliability Corporation / Gateway","Total","billion kilowatthours",2018,"HOP"
2016,253.970108,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2017,224.336197,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2018,225.277512,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2019,235.499939,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2020,230.68251,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2021,234.888336,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2022,236.092758,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2023,240.191437,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2024,254.249908,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2025,253.747101,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2026,255.781494,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2027,255.027252,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2028,256.102448,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2029,256.725616,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2030,256.453766,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2031,257.533936,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2032,258.134857,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2033,266.823944,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2034,276.077301,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2035,277.415131,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2036,278.298859,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2037,280.062988,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2038,280.643799,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2039,286.626373,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2040,286.444824,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2041,291.192871,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2042,294.46933,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2043,289.540466,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2044,292.900848,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2045,293.771545,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2046,294.065826,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2047,298.780975,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2048,301.605072,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2049,302.859894,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2050,310.706085,"Electricity Generation","SERC Reliability Corporation / Southeastern","Total","billion kilowatthours",2018,"HOP"
2016,315.337708,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2017,268.814789,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2018,276.44812,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2019,294.007904,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2020,303.254608,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2021,301.869659,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2022,302.734589,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2023,305.006317,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2024,309.552704,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2025,315.685059,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2026,315.907745,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2027,323.460327,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2028,330.347076,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2029,335.641022,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2030,338.028931,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2031,341.478729,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2032,344.194519,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2033,347.38974,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2034,351.288605,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2035,354.453522,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2036,357.900665,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2037,365.773468,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2038,369.66922,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
2039,374.653076,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Total","billion kilowatthours",2018,"HOP"
